Unit Process Name,Variable,Value,Metric,Unit,Case Study,Scenario
onsite_storage,Electricity Intensity Unit Inlet,0.0,Electricity,kwh/m3,big_spring,zld_c
onsite_storage,Electricity Intensity System Treated,0.0,Electricity,kwh/m3,big_spring,zld_c
onsite_storage,Unit Levelized Cost,0.05802719299371114,LCOW,$/m3,big_spring,zld_c
onsite_storage,Fixed Capital Investment (FCI),1.5595897850066665,Cost,$MM,big_spring,zld_c
onsite_storage,Land,0.00233938467751,Cost,$MM,big_spring,zld_c
onsite_storage,Working Capital,0.07797948925033332,Cost,$MM,big_spring,zld_c
onsite_storage,Total Capital Investment (TCI),1.6399086589345098,Cost,$MM,big_spring,zld_c
onsite_storage,Catalysts and Chemicals,0.0,Annual Cost,$MM/yr,big_spring,zld_c
onsite_storage,Electricity,0.0,Annual Cost,$MM/yr,big_spring,zld_c
onsite_storage,Other Operating,0.0,Annual Cost,$MM/yr,big_spring,zld_c
onsite_storage,Employee Salaries,0.0008224412244745206,Annual Cost,$MM/yr,big_spring,zld_c
onsite_storage,Benefits,0.0007401971020270686,Annual Cost,$MM/yr,big_spring,zld_c
onsite_storage,Maintenance,0.012476718280053332,Annual Cost,$MM/yr,big_spring,zld_c
onsite_storage,Laboratory,0.00467876935502,Annual Cost,$MM/yr,big_spring,zld_c
onsite_storage,Insurance and Taxes,0.003119179570013333,Annual Cost,$MM/yr,big_spring,zld_c
onsite_storage,Total Fixed Operating ,0.021837305531588254,Annual Cost,$MM/yr,big_spring,zld_c
onsite_storage,Base Employee Salary,0.0006552193310185163,Annual Cost,$MM/yr,big_spring,zld_c
onsite_storage,Electricity,0.0,Annual Cost,$MM/yr,big_spring,zld_c
onsite_storage,Annual O&M Costs,0.021837305531588254,Annual Cost,$MM/yr,big_spring,zld_c
onsite_storage,Inlet Water,0.075,Water Flow,m3/s,big_spring,zld_c
onsite_storage,Outlet Water,0.0749925,Water Flow,m3/s,big_spring,zld_c
onsite_storage,Waste Water,7.499999999993623e-06,Water Flow,m3/s,big_spring,zld_c
onsite_storage,bromide,1e-06,Inlet Constituent Density,kg/m3,big_spring,zld_c
onsite_storage,bromide,1.0000900090009e-06,Outlet Constituent Density,kg/m3,big_spring,zld_c
onsite_storage,bromide,1.0000000000008503e-07,Waste Constituent Density,kg/m3,big_spring,zld_c
onsite_storage,bromide,7.5e-08,Inlet Constituent Total Mass,kg,big_spring,zld_c
onsite_storage,bromide,7.499925e-08,Outlet Constituent Total Mass,kg,big_spring,zld_c
onsite_storage,bromide,7.5e-13,Waste Constituent Total Mass,kg,big_spring,zld_c
onsite_storage,calcium,0.08045,Inlet Constituent Density,kg/m3,big_spring,zld_c
onsite_storage,calcium,0.0804572412241224,Outlet Constituent Density,kg/m3,big_spring,zld_c
onsite_storage,calcium,0.00804500000000684,Waste Constituent Density,kg/m3,big_spring,zld_c
onsite_storage,calcium,0.006033749999999999,Inlet Constituent Total Mass,kg,big_spring,zld_c
onsite_storage,calcium,0.006033689662499999,Outlet Constituent Total Mass,kg,big_spring,zld_c
onsite_storage,calcium,6.03375e-08,Waste Constituent Total Mass,kg,big_spring,zld_c
onsite_storage,chloride,0.29792,Inlet Constituent Density,kg/m3,big_spring,zld_c
onsite_storage,chloride,0.29794681548154817,Outlet Constituent Density,kg/m3,big_spring,zld_c
onsite_storage,chloride,0.029792000000025333,Waste Constituent Density,kg/m3,big_spring,zld_c
onsite_storage,chloride,0.022344,Inlet Constituent Total Mass,kg,big_spring,zld_c
onsite_storage,chloride,0.02234377656,Outlet Constituent Total Mass,kg,big_spring,zld_c
onsite_storage,chloride,2.2344000000000002e-07,Waste Constituent Total Mass,kg,big_spring,zld_c
onsite_storage,fluoride,0.00097,Inlet Constituent Density,kg/m3,big_spring,zld_c
onsite_storage,fluoride,0.0009700873087308732,Outlet Constituent Density,kg/m3,big_spring,zld_c
onsite_storage,fluoride,9.700000000008248e-05,Waste Constituent Density,kg/m3,big_spring,zld_c
onsite_storage,fluoride,7.275e-05,Inlet Constituent Total Mass,kg,big_spring,zld_c
onsite_storage,fluoride,7.274927250000001e-05,Outlet Constituent Total Mass,kg,big_spring,zld_c
onsite_storage,fluoride,7.275e-10,Waste Constituent Total Mass,kg,big_spring,zld_c
onsite_storage,magnesium,0.02701,Inlet Constituent Density,kg/m3,big_spring,zld_c
onsite_storage,magnesium,0.027012431143114305,Outlet Constituent Density,kg/m3,big_spring,zld_c
onsite_storage,magnesium,0.0027010000000022966,Waste Constituent Density,kg/m3,big_spring,zld_c
onsite_storage,magnesium,0.0020257499999999998,Inlet Constituent Total Mass,kg,big_spring,zld_c
onsite_storage,magnesium,0.0020257297425,Outlet Constituent Total Mass,kg,big_spring,zld_c
onsite_storage,magnesium,2.02575e-08,Waste Constituent Total Mass,kg,big_spring,zld_c
onsite_storage,potassium,0.01897,Inlet Constituent Density,kg/m3,big_spring,zld_c
onsite_storage,potassium,0.018971707470747074,Outlet Constituent Density,kg/m3,big_spring,zld_c
onsite_storage,potassium,0.001897000000001613,Waste Constituent Density,kg/m3,big_spring,zld_c
onsite_storage,potassium,0.00142275,Inlet Constituent Total Mass,kg,big_spring,zld_c
onsite_storage,potassium,0.0014227357725,Outlet Constituent Total Mass,kg,big_spring,zld_c
onsite_storage,potassium,1.4227500000000001e-08,Waste Constituent Total Mass,kg,big_spring,zld_c
onsite_storage,silicon,0.02104,Inlet Constituent Density,kg/m3,big_spring,zld_c
onsite_storage,silicon,0.021041893789378936,Outlet Constituent Density,kg/m3,big_spring,zld_c
onsite_storage,silicon,0.002104000000001789,Waste Constituent Density,kg/m3,big_spring,zld_c
onsite_storage,silicon,0.001578,Inlet Constituent Total Mass,kg,big_spring,zld_c
onsite_storage,silicon,0.00157798422,Outlet Constituent Total Mass,kg,big_spring,zld_c
onsite_storage,silicon,1.578e-08,Waste Constituent Total Mass,kg,big_spring,zld_c
